descriptor	min_depth	max_depth	n_tree_locations
Riemerella	5	6	2
Rifabutin	5	5	2
Rifampin	5	5	2
Rifamycins	4	4	2
Rifaximin	5	5	2
Rift Valley Fever	4	6	8
Rift Valley fever virus	6	6	1
Right to Die	5	6	2
Right to Health	4	5	3
Right to Work	4	5	2
Rigor Mortis	6	6	1
Rilmenidine	5	5	1
Rilpivirine	3	4	2
Riluzole	4	6	3
Rimantadine	6	7	2
Rimonabant	4	5	2
Rinderpest	2	7	2
Rinderpest virus	8	8	1
Ring Chromosomes	4	5	4
RING Finger Domains	9	9	2
Ringer's Lactate	5	5	1
Ringer's Solution	4	4	1
Rioprostil	5	8	3
Riot Control Agents, Chemical	3	4	2
Riots	5	5	1
Risedronic Acid	4	5	2
Risk	3	6	4
Risk Adjustment	4	8	3
Risk Assessment	4	7	5
Risk Evaluation and Mitigation	4	5	2
Risk Factors	5	7	5
Risk Management	3	4	2
Risk Reduction Behavior	3	3	1
Risk Sharing, Financial	4	5	2
Risk-Taking	3	3	1
Risperidone	5	5	1
Ristocetin	4	4	2
Ritanserin	4	5	2
Ritodrine	5	5	4
Ritonavir	4	5	2
Rituximab	9	9	3
Rivaroxaban	4	5	3
Rivastigmine	6	6	1
Rivers	3	5	3
RNA	3	3	1
RNA 3' End Processing	3	4	3
RNA 3' Polyadenylation Signals	6	7	3
RNA 5' Terminal Oligopyrimidine Sequence	6	7	3
RNA Cap Analogs	6	8	4
RNA Cap-Binding Proteins	5	5	2
RNA Caps	5	7	4
RNA Cleavage	2	3	2
RNA Damage	2	2	1
RNA Editing	3	4	3
RNA Folding	3	6	4
RNA Helicases	7	7	1
RNA Interference	5	5	1
RNA Isoforms	4	4	1
RNA Ligase (ATP)	5	5	1
RNA Methylation	3	5	6
RNA Nucleotidyltransferases	6	6	1
RNA Phages	3	3	1
RNA Polymerase I	8	8	1
RNA Polymerase II	8	8	1
RNA Polymerase III	8	8	1
RNA Polymerase Sigma 54	4	8	2
RNA Precursors	3	4	2
RNA Probes	4	6	3
RNA Processing, Post-Transcriptional	2	3	3
RNA Recognition Motif	9	9	1
RNA Recognition Motif Proteins	5	5	2
RNA Replication	2	4	3
RNA Splice Sites	5	7	4
RNA Splicing	3	4	3
RNA Splicing Factors	5	5	2
RNA Stability	3	3	1
RNA Transport	3	3	1
RNA Virus Infections	3	3	1
RNA Viruses	2	2	1
RNA, Algal	4	4	1
RNA, Antisense	3	7	4
RNA, Archaeal	4	4	1
RNA, Bacterial	4	4	1
RNA, Catalytic	3	5	2
RNA, Chloroplast	5	5	1
RNA, Circular	4	4	1
RNA, Competitive Endogenous	4	4	1
RNA, Complementary	4	7	3
RNA, Double-Stranded	4	6	3
RNA, Fungal	4	4	1
RNA, Guide, CRISPR-Cas Systems	6	6	1
RNA, Guide, Kinetoplastida	6	6	1
RNA, Helminth	4	4	1
RNA, Heterogeneous Nuclear	5	5	1
RNA, Long Noncoding	5	5	1
RNA, Messenger	4	4	1
RNA, Messenger, Stored	5	5	1
RNA, Mitochondrial	4	4	1
RNA, Neoplasm	4	4	1
RNA, Nuclear	4	4	1
RNA, Plant	4	4	1
RNA, Protozoan	4	4	1
RNA, Ribosomal	4	4	1
RNA, Ribosomal, 16S	5	5	1
RNA, Ribosomal, 18S	5	5	1
RNA, Ribosomal, 23S	5	5	1
RNA, Ribosomal, 28S	5	5	1
RNA, Ribosomal, 5.8S	5	5	1
RNA, Ribosomal, 5S	5	5	1
RNA, Ribosomal, Self-Splicing	4	7	3
RNA, Satellite	4	4	1
RNA, Small Cytoplasmic	6	6	1
RNA, Small Interfering	4	6	3
RNA, Small Nuclear	5	6	2
RNA, Small Nucleolar	6	7	2
RNA, Small Untranslated	5	5	1
RNA, Spliced Leader	6	6	1
RNA, Transfer	4	4	1
RNA, Transfer, Ala	6	6	1
RNA, Transfer, Amino Acid-Specific	5	5	1
RNA, Transfer, Amino Acyl	3	5	2
RNA, Transfer, Arg	6	6	1
RNA, Transfer, Asn	6	6	1
RNA, Transfer, Asp	6	6	1
RNA, Transfer, Cys	6	6	1
RNA, Transfer, Gln	6	6	1
RNA, Transfer, Glu	6	6	1
RNA, Transfer, Gly	6	6	1
RNA, Transfer, His	6	6	1
RNA, Transfer, Ile	6	6	1
RNA, Transfer, Leu	6	6	1
RNA, Transfer, Lys	6	6	1
RNA, Transfer, Met	6	6	1
RNA, Transfer, Phe	6	6	1
RNA, Transfer, Pro	6	6	1
RNA, Transfer, Ser	6	6	1
RNA, Transfer, Thr	6	6	1
RNA, Transfer, Trp	6	6	1
RNA, Transfer, Tyr	6	6	1
RNA, Transfer, Val	6	6	1
RNA, Untranslated	4	4	1
RNA, Viral	4	4	1
RNA, Z-Form	4	6	2
RNA-Binding Motifs	8	8	1
RNA-Binding Protein EWS	4	7	8
RNA-Binding Protein FUS	6	7	5
RNA-Binding Proteins	4	4	2
RNA-Dependent RNA Polymerase	7	7	1
RNA-Directed DNA Polymerase	6	8	4
RNA-Induced Silencing Complex	6	7	4
RNA-Seq	4	5	3
RNAi Therapeutics	4	4	1
Road Rage	3	5	4
Robenidine	4	4	1
Robinia	8	8	1
Robotic Surgical Procedures	3	5	2
Robotics	4	5	3
ROC Curve	5	6	4
Rocky Mountain Spotted Fever	5	8	2
Rocuronium	6	6	1
Rod Cell Outer Segment	7	8	12
Rod Opsins	5	5	2
Rod-Cone Interaction	4	6	3
Rodent Control	6	6	1
Rodent Diseases	2	2	1
Rodentia	7	7	1
Rodenticides	4	5	2
Role	4	4	1
Role Conflict	4	4	1
Role Playing	5	6	2
Rolipram	5	5	1
Rolitetracycline	5	8	2
Rollinia	8	8	1
Roman World	7	7	1
Romani People	3	3	1
Romania	4	4	1
Romano-Ward Syndrome	5	6	4
Romanticism	2	2	1
Rome	3	4	2
Ronidazole	4	6	2
Roniviridae	5	5	1
Rooming-in Care	5	5	1
Root Canal Filling Materials	3	5	2
Root Canal Irrigants	2	7	4
Root Canal Obturation	4	4	1
Root Canal Preparation	3	4	2
Root Canal Therapy	3	3	1
Root Caries	5	5	1
Root Cause Analysis	4	4	1
Root Nodules, Plant	3	3	1
Root Planing	4	5	3
Root Resorption	4	4	2
Ropivacaine	4	5	2
Rorippa	8	8	1
Rorschach Test	6	6	1
Rosa	10	10	1
Rosacea	3	3	1
Rosaceae	9	9	1
Rosales	8	8	1
Rosanae	7	7	1
Rosaniline Dyes	4	4	1
Roscovitine	5	5	1
Rose Bengal	4	6	3
Roseobacter	3	5	2
Roseolovirus	5	5	1
Roseolovirus Infections	5	5	1
Rosette Formation	4	5	3
Rosiglitazone	5	6	2
Rosmarinic Acid	5	9	5
Rosmarinus	9	9	1
Ross River virus	6	6	1
Ross River Virus Infection	4	6	4
Rosuvastatin Calcium	4	6	4
Rotarod Performance Test	3	3	1
Rotation	3	3	1
Rotator Cuff	3	4	2
Rotator Cuff Injuries	3	3	3
Rotator Cuff Tear Arthropathy	4	5	2
Rotavirus	5	5	1
Rotavirus Infections	5	5	1
Rotavirus Vaccines	5	5	1
Rotaxanes	2	2	1
Rotenone	4	8	3
Rothmund-Thomson Syndrome	3	4	6
Rotifera	5	5	1
Round Ligament of Femur	4	5	6
Round Ligament of Liver	3	5	3
Round Ligament of Uterus	4	5	3
Round Ligaments	3	4	2
Round Window, Ear	5	5	1
Roundabout Proteins	5	5	1
Rous sarcoma virus	6	6	2
Routinely Collected Health Data	4	5	2
Roxarsone	3	3	1
Roxithromycin	6	6	1
Royal Jelly	3	3	1
rRNA Operon	6	7	2
Rubber	4	6	5
Rubber Dams	3	3	2
Rubella	6	6	1
Rubella Syndrome, Congenital	4	7	2
Rubella Vaccine	5	5	1
Rubella virus	6	6	1
Rubia	9	9	1
Rubiaceae	8	8	1
Rubidium	4	4	4
Rubidium Radioisotopes	4	4	1
Rubinstein-Taybi Syndrome	4	5	7
Rubivirus	5	5	1
Rubivirus Infections	5	5	1
Rubredoxins	5	8	3
Rubulavirus	7	7	1
Rubulavirus Infections	6	6	1
Rubus	10	10	1
Rudbeckia	8	8	1
Rudiviridae	3	3	2
Rugby	5	5	1
Rumen	3	3	1
Rumex	8	8	1
Ruminants	8	8	1
Rumination Syndrome	3	3	2
Rumination, Cognitive	4	4	1
Rumination, Digestive	4	4	1
Ruminiclostridium cellulolyticum	4	5	4
Ruminococcus	4	4	2
Runaway Behavior	4	4	1
Running	3	6	4
RUNX1 Translocation Partner 1 Protein	6	6	2
Rupicapra	10	10	1
Rupture	2	2	1
Rupture, Spontaneous	3	3	1
Rural Health	4	4	1
Rural Health Services	3	3	1
Rural Nursing	4	4	2
Rural Population	3	3	1
Ruscus	10	10	1
Russia	4	4	2
Russia (Pre-1917)	3	3	1
Russian-Japanese War	5	6	2
Ruta	8	8	1
Rutaceae	7	7	1
Rutamycin	5	5	1
Ruthenium	4	4	3
Ruthenium Compounds	2	2	1
Ruthenium Radioisotopes	4	4	1
Ruthenium Red	3	3	3
Rutin	8	8	2
Rwanda	5	5	1
RxNorm	6	6	1
Ryania	10	10	1
Ryanodine	3	5	3
Ryanodine Receptor Calcium Release Channel	5	7	4
S Phase	3	4	3
S Phase Cell Cycle Checkpoints	4	5	2
S-Adenosylhomocysteine	5	7	5
S-Adenosylmethionine	5	7	5
S-Nitroso-N-Acetylpenicillamine	5	5	4
S-Nitrosoglutathione	5	5	3
S-Nitrosothiols	4	4	2
S-Phase Kinase-Associated Proteins	4	4	1
S100 Calcium Binding Protein A10	5	7	3
S100 Calcium Binding Protein A6	4	6	2
S100 Calcium Binding Protein A7	6	6	1
S100 Calcium Binding Protein beta Subunit	5	6	2
S100 Calcium Binding Protein G	6	6	2
S100 Calcium-Binding Protein A4	6	6	1
S100 Proteins	4	5	2
S100A12 Protein	6	6	1
Saccades	3	3	1
Saccharin	4	6	3
Saccharomyces	4	5	2
Saccharomyces boulardii	5	6	2
Saccharomyces cerevisiae	5	6	2
Saccharomyces cerevisiae Proteins	4	4	1
Saccharomycetales	4	4	1
Saccharomycopsis	4	5	2
Saccharopine Dehydrogenases	5	5	1
Saccharopolyspora	4	5	4
Saccharum	8	8	1
Saccule and Utricle	4	5	2
Sacrococcygeal Region	4	4	1
Sacroiliac Joint	4	4	1
Sacroiliitis	4	4	1
Sacrum	5	5	1
Sadism	3	3	1
Sadness	3	3	1
Safe Sex	4	4	1
Safety	5	5	1
Safety Management	4	6	2
Safety-Based Drug Withdrawals	5	6	3
Safety-Based Medical Device Withdrawals	5	5	1
Safety-net Providers	4	4	1
Safflower Oil	4	6	6
Safrole	5	7	3
Sagittal Abdominal Diameter	5	7	3
Sagittal Sinus Thrombosis	7	8	3
Sagittaria	10	10	1
Saguinus	12	12	1
SAIDS Vaccines	5	5	1
Saimiri	12	12	1
Saimirinae	11	11	1
Saint Kitts and Nevis	4	5	2
Saint Lucia	4	5	2
Saint Vincent and the Grenadines	4	5	2
Saints	4	4	1
Salacia	10	10	1
Salads	3	4	2
Salamandra	8	8	1
Salamandridae	7	7	1
Salaries and Fringe Benefits	4	4	2
Salicaceae	9	9	1
Salicylamides	3	3	1
Salicylanilides	4	5	3
Salicylates	5	8	4
Salicylic Acid	6	9	4
Saline Solution	5	5	1
Saline Solution, Hypertonic	4	4	1
Saline Waters	4	4	1
Salinity	3	3	1
Saliva	3	3	1
Saliva, Artificial	3	5	2
Salivary alpha-Amylases	4	7	3
Salivary Calculi	4	4	2
Salivary Cystatins	4	4	3
Salivary Duct Calculi	5	5	2
Salivary Ducts	4	5	3
Salivary Elimination	4	5	2
Salivary Gland Calculi	5	5	2
Salivary Gland Diseases	3	3	1
Salivary Gland Fistula	4	5	3
Salivary Gland Neoplasms	4	5	3
Salivary Glands	3	4	3
Salivary Glands, Minor	4	5	3
Salivary Proline-Rich Proteins	4	4	2
Salivary Proteins and Peptides	3	3	2
Salivation	4	5	2
Salix	10	10	1
Salmeterol Xinafoate	6	6	3
Salmine	5	5	2
Salmo salar	9	9	1
Salmon	8	8	1
Salmonella	5	5	2
Salmonella arizonae	6	6	2
Salmonella enterica	6	6	2
Salmonella enteritidis	7	7	2
Salmonella Food Poisoning	4	7	2
Salmonella Infections	6	6	1
Salmonella Infections, Animal	2	7	2
Salmonella paratyphi A	7	7	2
Salmonella paratyphi B	7	7	2
Salmonella paratyphi C	7	7	2
Salmonella Phages	3	3	1
Salmonella typhi	7	7	2
Salmonella typhimurium	7	7	2
Salmonella Vaccines	5	5	1
Salmonidae	7	7	1
Salmoniformes	6	6	1
Salpingectomy	4	4	1
Salpingitis	6	7	4
Salpingo-oophorectomy	5	5	4
Salpingostomy	3	4	2
Salsola	10	10	1
Salsoline Alkaloids	3	6	2
Salt Gland	2	2	1
Salt Stress	3	3	1
Salt Tolerance	4	5	3
Salt-Tolerant Plants	3	3	1
Salter-Harris Fractures	4	5	3
Salts	2	2	1
Salvadoraceae	7	7	1
Salvage Therapy	2	2	1
Salvia	9	9	1
Salvia hispanica	10	10	1
Salvia miltiorrhiza	10	10	1
Salvia officinalis	10	10	1
SAM Domain and HD Domain-Containing Protein 1	4	6	3
Samarium	5	5	2
Sambucus	9	9	1
Sambucus nigra	10	10	1
Samoa	5	5	2
Sample Size	4	5	4
Sampling Studies	4	5	3
San Francisco	3	7	3
San Marino	3	3	1
Sand	3	5	6
Sandfly fever Naples virus	6	6	1
Sandhoff Disease	9	10	9
Sanguinaria	9	9	1
Sanguisorba	10	10	1
Sanicula	8	8	1
Sanitary Engineering	3	6	4
Sanitary Surveys, Water Supply	4	7	3
Sanitation	3	5	3
Sansevieria	10	10	1
Santalaceae	7	7	1
Santalum	8	8	1
Santonin	4	7	2
Sao Tome and Principe	4	5	2
SAP90-PSD95 Associated Proteins	4	4	3
Sapajus	12	12	1
Sapajus apella	13	13	1
Saphenous Vein	4	4	1
Sapindaceae	7	7	1
Sapindus	8	8	1
Sapium	10	10	1
Sapogenins	4	5	2
Saponaria	10	10	1
Saponins	3	3	1
Saporins	6	8	2
Saposins	4	4	1
Sapotaceae	8	8	1
Sapovirus	5	5	1
Saprolegnia	4	4	1
Saquinavir	5	5	2
Saralasin	6	6	2
Sarcina	4	5	2
Sarcocystidae	6	6	1
Sarcocystis	7	7	1
Sarcocystosis	5	5	1
Sarcoglycanopathies	3	7	5
Sarcoglycans	5	6	3
Sarcoidosis	4	4	2
Sarcoidosis, Pulmonary	4	5	3
Sarcolemma	4	4	1
Sarcoma	4	4	1
Sarcoma 180	4	6	2
Sarcoma 37	4	6	2
Sarcoma Virus, Woolly Monkey	5	5	4
Sarcoma Viruses, Feline	3	5	3
Sarcoma Viruses, Murine	3	5	3
Sarcoma, Alveolar Soft Part	5	5	2
Sarcoma, Avian	3	6	5
Sarcoma, Clear Cell	5	5	2
Sarcoma, Endometrial Stromal	4	9	6
Sarcoma, Ewing	6	7	2
Sarcoma, Experimental	3	5	3
Sarcoma, Kaposi	4	5	3
Sarcoma, Myeloid	5	5	3
Sarcoma, Small Cell	5	5	2
Sarcoma, Synovial	5	5	2
Sarcoma, Yoshida	4	6	2
Sarcomeres	5	7	4
Sarcopenia	5	6	3
Sarcophagidae	10	10	1
Sarcoplasmic Reticulum	6	9	2
Sarcoplasmic Reticulum Calcium-Transporting ATPases	7	8	5
Sarcoptes scabiei	9	9	1
Sarcoptidae	8	8	1
Sarcosine	5	5	1
Sarcosine Dehydrogenase	6	6	1
Sarcosine Oxidase	4	6	2
Sargassum	4	4	1
Sarin	5	5	1
Sarraceniaceae	8	8	1
SARS-CoV-2	9	9	1
Sasa	8	8	1
Saskatchewan	5	5	1
Sassafras	9	9	1
Satellite Cells, Perineuronal	3	3	3
Satellite Cells, Skeletal Muscle	5	5	1
Satellite Communications	5	5	1
Satellite Imagery	4	7	3
Satellite Viruses	3	3	1
Satiation	3	3	1
Satiety Response	4	4	1
Satureja	9	9	1
Saturn	6	6	1
Saudi Arabia	5	5	1
Saururaceae	7	7	1
Saussurea	8	8	1
Saxifragaceae	9	9	1
Saxifragales	7	7	1
Saxitoxin	4	5	6
Scabies	5	6	2
Scaffold Protein ILK	4	4	2
Scala Tympani	5	5	1
Scala Vestibuli	5	5	1
Scalp	3	3	1
Scalp Dermatoses	3	3	1
Scandentia	7	7	1
Scandinavian and Nordic Countries	3	3	1
Scandinavians and Nordic People	4	4	1
Scandium	4	4	3
Scanning Laser Polarimetry	4	4	1
Scapegoating	4	4	3
Scapharca	7	7	1
Scaphoid Bone	7	7	1
Scapula	5	5	1
Scarlet Fever	6	6	1
Scattering, Radiation	2	3	2
Scattering, Small Angle	3	4	2
Scavenger Receptors, Class A	7	8	2
Scavenger Receptors, Class B	7	8	2
Scavenger Receptors, Class C	7	8	2
Scavenger Receptors, Class D	7	8	2
Scavenger Receptors, Class E	5	8	4
Scavenger Receptors, Class F	7	8	2
Scedosporium	4	4	2
Scenedesmus	4	4	1
Scent Glands	2	2	1
Schaffer Collaterals	5	9	5
Schema Therapy	3	3	1
Scheuermann Disease	5	6	3
Schiff Bases	3	3	1
Schilling Test	4	5	3
Schinus	8	8	1
Schisandra	9	9	1
Schisandraceae	8	8	1
Schistosoma	8	8	1
Schistosoma haematobium	9	9	1
Schistosoma japonicum	9	9	1
Schistosoma mansoni	9	9	1
Schistosomatidae	7	7	1
Schistosomiasis	3	5	2
Schistosomiasis haematobia	3	6	6
Schistosomiasis japonica	4	6	2
Schistosomiasis mansoni	4	6	2
Schistosomicides	8	8	1
Schizencephaly	5	6	2
Schizoid Personality Disorder	3	3	1
Schizonts	3	6	4
Schizophrenia	3	3	1
Schizophrenia Spectrum and Other Psychotic Disorders	2	2	1
Schizophrenia, Catatonic	4	4	1
Schizophrenia, Childhood	3	3	1
Schizophrenia, Disorganized	4	4	1
Schizophrenia, Paranoid	4	4	1
Schizophrenia, Treatment-Resistant	4	4	1
Schizophrenic Language	4	4	1
Schizophrenic Psychology	2	2	1
Schizophyllum	5	5	1
Schizopyrenida	4	4	1
Schizosaccharomyces	4	4	2
Schizosaccharomyces pombe Proteins	4	4	1
Schizotypal Personality Disorder	3	3	1
Schlemm's Canal	6	6	1
Schnitzler Syndrome	5	5	1
Scholarly Communication	3	4	2
School Admission Criteria	3	3	1
School Dentistry	3	5	2
School Health Services	4	4	1
School Mental Health Services	2	5	3
School Nursing	4	5	2
School Teachers	4	4	1
Schools	2	2	2
Schools, Dental	4	4	1
Schools, Health Occupations	3	3	1
Schools, Medical	4	4	2
Schools, Nursery	3	3	2
Schools, Nursing	4	4	1
Schools, Pharmacy	4	4	1
Schools, Public Health	4	4	1
Schools, Veterinary	4	4	1
Schwann Cells	3	4	3
Sciatic Nerve	6	6	1
Sciatic Neuropathy	5	5	1
Sciatica	5	6	3
Science	2	2	1
Science in Literature	3	3	1
Science in the Arts	3	3	1
Scientific Experimental Error	6	6	2
Scientific Integrity Review	2	2	1
Scientific Misconduct	4	6	2
Scilla	10	10	1
Scimitar Syndrome	3	5	6
Scintillation Counting	3	3	1
Sciuridae	8	8	1
Sclera	3	3	1
Scleral Buckling	3	3	1
Scleral Diseases	2	2	1
Scleredema Adultorum	3	4	2
Sclerema Neonatorum	3	4	3
Scleritis	3	3	1
Scleroderma, Diffuse	4	4	2
Scleroderma, Limited	4	4	2
Scleroderma, Localized	3	3	2
Scleroderma, Systemic	3	3	2
Scleromyxedema	4	4	1
Scleroplasty	3	4	2
Scleroproteins	3	3	1
Sclerosing Solutions	4	5	4
Sclerosis	3	3	1
Sclerostomy	3	4	2
Sclerotherapy	3	3	1
Scoliosis	5	5	1
Scolymus	8	8	1
Scoparia	9	9	1
Scope of Practice	6	6	1
Scoping Review	3	4	2
Scoping Reviews as Topic	6	6	1
Scopolamine	5	7	5
Scopolamine Derivatives	4	6	4
Scopoletin	7	7	2
Scopolia	9	9	1
Scopulariopsis	4	4	2
Scorpion Stings	3	4	2
Scorpion Venoms	4	5	2
Scorpions	6	6	1
Scorzonera	8	8	1
Scotland	4	4	1
Scotoma	3	6	3
Scrapie	3	5	4
Screen Time	2	2	1
Screw Worm Infection	6	6	1
Scrophularia	9	9	1
Scrophulariaceae	8	8	1
Scrotum	4	4	1
Scrub Typhus	4	6	2
Sculpture	3	3	1
Scurvy	4	7	3
Scutellaria	9	9	1
Scutellaria baicalensis	10	10	1
Scyphozoa	5	5	1
Sea Anemones	6	6	1
Sea Bream	7	7	1
Sea Cucumbers	5	5	1
Sea Level Rise	4	5	3
Sea Lions	9	9	1
Sea Nettle, East Coast	6	6	1
Sea Urchins	5	5	1
Sea-Blue Histiocyte Syndrome	5	8	10
Seafood	4	5	2
Seals, Earless	9	9	1
Search Engine	3	3	1
Seashore	4	5	2
Seasonal Affective Disorder	4	4	1
Seasons	4	6	3
Seat Belts	3	3	1
Seawater	5	5	1
Seaweed	3	3	1
Sebaceous Gland Diseases	3	3	1
Sebaceous Gland Neoplasms	4	4	3
Sebaceous Glands	3	3	2
Sebum	3	3	1
SEC Translocation Channels	4	5	3
SecA Proteins	6	6	1
Secale	8	8	1
Secernentea Infections	5	5	1
Secobarbital	6	6	1
Secologanin Tryptamine Alkaloids	4	7	3
Second Generation Cephalosporins	7	7	1
Second Harmonic Generation Microscopy	4	6	2
Second Messenger Systems	3	4	2
Second-Look Surgery	2	2	1
Secondary Care Centers	4	4	1
Secondary Data Analysis	4	7	6
Secondary Health Care	3	5	2
Secondary Metabolism	3	3	1
Secondary Prevention	2	4	3
Secosteroids	4	4	1
Secoviridae	3	5	2
Secretagogins	5	5	1
Secretagogues	4	4	1
Secreted Aspartic Proteases	7	7	1
Secreted Frizzled-Related Proteins	4	5	3
Secretin	4	5	5
Secretoglobins	3	3	1
Secretogranin II	5	5	1
Secretome	2	3	2
Secretory Component	7	10	6
Secretory Leukocyte Peptidase Inhibitor	4	4	2
Secretory Pathway	3	3	2
Secretory Rate	2	2	1
Secretory Vesicles	9	9	1
Secularism	2	4	2
Securidaca	9	9	1
Securin	4	4	1
Securinega	10	10	1
Security Measures	3	3	1
Sedentary Behavior	3	4	2
Sedum	10	10	1
Seed Bank	4	4	1
Seed Dispersal	2	3	3
Seed Storage Proteins	4	4	1
Seedlings	2	3	2
Seeds	3	4	3
SEER Program	5	7	4
Segmental Duplications, Genomic	5	6	2
Seizures	3	4	2
Seizures, Febrile	4	5	2
Selaginellaceae	5	5	1
Selectins	4	6	5
Selection Bias	5	5	2
Selection, Genetic	2	2	1
Selective Breeding	3	4	2
Selective Estrogen Receptor Modulators	4	7	2
Selective Serotonin Reuptake Inhibitors	6	6	5
Selegiline	5	5	1
Selenic Acid	3	3	1
Selenious Acid	3	3	1
Selenium	3	4	2
Selenium Compounds	2	2	1
Selenium Oxides	3	3	1
Selenium Radioisotopes	4	4	1
Selenium-Binding Proteins	3	3	1
Selenocysteine	3	5	3
Selenomethionine	3	5	3
Selenomonas	6	6	1
Selenoprotein P	4	4	1
Selenoprotein W	4	4	1
Selenoproteins	3	3	1
SELEX Aptamer Technique	4	6	2
Self Administration	3	3	2
Self Care	2	4	3
Self Concept	4	4	1
Self Disclosure	5	5	1
Self Efficacy	5	5	1
Self Expandable Metallic Stents	4	4	1
Self Medication	3	3	2
Self Mutilation	2	5	2
Self Psychology	4	4	1
Self Report	5	6	3
Self Stimulation	3	3	2
Self Tolerance	4	4	1
Self-Assessment	5	5	1
Self-Care Units	4	4	1
Self-Compassion	4	5	2
Self-Control	4	4	1
Self-Curing of Dental Resins	3	3	1
Self-Directed Learning as Topic	3	4	2
Self-Evaluation Programs	3	3	1
Self-Examination	4	4	2
Self-Fertilization	2	5	3
Self-Help Devices	2	2	1
Self-Help Groups	3	3	1
Self-Incompatibility in Flowering Plants	2	2	1
Self-Injurious Behavior	4	4	1
Self-Management	4	4	1
Self-Neglect	3	4	2
Self-Sustained Sequence Replication	4	4	1
Self-Testing	2	3	2
Sella Turcica	6	6	1
Semaglutide	6	6	1
Semantic Differential	3	4	2
Semantic Web	3	3	1
Semantics	4	4	1
Semaphorin-3A	4	5	3
Semaphorins	3	4	3
Semecarpus	8	8	1
Semen	3	3	1
Semen Analysis	3	4	2
Semen Preservation	4	4	2
Semiaquilegia	9	9	1
Semicarbazides	2	2	1
Semicarbazones	3	3	1
Semicircular Canal Dehiscence	5	5	1
Semicircular Canals	4	4	1
Semicircular Ducts	3	5	2
Semiconductors	3	3	1
Seminal Article	2	3	2
Seminal Plasma Proteins	4	4	1
Seminal Proteins	3	3	1
Seminal Vesicle Secretory Proteins	5	5	1
Seminal Vesicles	4	4	1
Seminiferous Epithelium	3	6	2
Seminiferous Tubules	5	5	1
Seminoma	5	5	1
Semliki forest virus	6	6	1
Semustine	5	6	2
Sendai virus	8	8	1
Senecio	8	8	1
Senegal	5	5	1
Senescence-Associated Secretory Phenotype	3	5	2
Senior Centers	2	4	2
Senna Extract	4	9	4
Senna Plant	8	8	1
Sennosides	3	10	5
Senotherapeutics	4	4	1
Sensation	3	3	2
Sensation Disorders	3	4	2
Sense of Agency	3	6	3
Sense of Coherence	3	5	2
Sense Organs	1	1	1
Sensilla	3	3	1
Sensitivity and Specificity	2	5	7
Sensitivity Training Groups	4	5	2
Sensorimotor Cortex	8	8	1
Sensory Aids	2	2	1
Sensory Art Therapies	3	3	1
Sensory Deprivation	4	4	1
Sensory Gating	3	3	1
Sensory Receptor Cells	3	4	3
Sensory Rhodopsins	5	5	1
Sensory System Agents	5	5	1
Sensory Thresholds	4	4	1
Sentiment Analysis	4	7	4
Sentinel Lymph Node	4	6	2
Sentinel Lymph Node Biopsy	3	7	8
Sentinel Species	2	2	1
Sentinel Surveillance	3	8	8
Seoul	3	6	2
Seoul virus	6	6	1
Separase	4	7	3
Sepharose	3	3	1
Sepia	7	7	1
Sepsis	2	5	2
Sepsis-Associated Encephalopathy	4	4	1
Septal Myectomy	4	4	2
Septal Nuclei	6	7	2
Septal Occluder Device	3	3	1
Septate Uterus	7	7	1
September 11 Terrorist Attacks	5	6	3
Septins	4	7	4
Septo-Optic Dysplasia	4	6	6
Septum of Brain	5	6	2
Septum Pellucidum	5	7	3
Sequence Alignment	3	3	1
Sequence Analysis	3	3	1
Sequence Analysis, DNA	4	4	1
Sequence Analysis, Protein	4	4	1
Sequence Analysis, RNA	4	4	1
Sequence Deletion	3	4	2
Sequence Homology	2	3	2
Sequence Homology, Amino Acid	3	4	2
Sequence Homology, Nucleic Acid	3	4	2
Sequence Inversion	3	4	2
Sequence Tagged Sites	5	5	1
Sequestering Agents	3	4	2
Sequestosome-1 Protein	4	5	4
Sequiviridae	3	4	2
Sequivirus	4	6	2
Sequoia	8	8	1
Sequoiadendron	8	8	1
Serbia	4	4	1
Serenoa	8	8	1
Serial Extraction	4	4	3
Serial Infection Interval	4	4	1
Serial Learning	5	5	1
Serial Passage	4	5	2
Serial Publications	5	5	1
Sericins	5	5	2
Serine	4	4	1
Serine C-Palmitoyltransferase	5	5	1
Serine Endopeptidases	6	6	2
Serine O-Acetyltransferase	6	6	1
Serine Peptidase Inhibitor Kazal-Type 5	5	5	2
Serine Peptidase Inhibitors, Kazal Type	4	7	3
Serine Proteases	5	5	1
Serine Proteinase Inhibitors	6	6	1
Serine Racemase	6	6	1
Serine-Arginine Splicing Factors	6	6	2
Serine-Threonine Kinase 3	5	8	2
Serine-tRNA Ligase	6	6	1
Serine-Type D-Ala-D-Ala Carboxypeptidase	6	7	2
Sermon	3	3	1
Sermorelin	7	8	4
Seroconversion	2	2	1
Seroepidemiologic Studies	5	6	3
Serogroup	3	3	1
Serologic Tests	4	5	3
Serology	2	2	1
Seroma	4	4	1
Serositis	4	4	1
Serotonergic Neurons	3	3	2
Serotonin	4	6	3
Serotonin 5-HT1 Receptor Agonists	7	7	2
Serotonin 5-HT1 Receptor Antagonists	7	7	2
Serotonin 5-HT2 Receptor Agonists	7	7	2
Serotonin 5-HT2 Receptor Antagonists	7	7	2
